Day,TimeSlot,Room,Course,Year,Division,Subject,Teacher
monday,10:00-11:00,2006,CS(AIML),SY,D,DBMS - Database Management Systems,JAK
monday,10:00-11:00,2007,IT,LY,C,OS - Operating Systems,JAK
monday,10:00-11:00,2009,CS,TY,B,ML - Machine Learning,AMK
monday,10:00-11:00,2009,CS(AIML),TY,B,CN - Computer Networks,SRH
monday,10:00-11:00,2012,CS,FY,C,GP - General Proficiency,AAB
monday,10:00-11:00,2015,CS,FY,E,DBMS - Database Management Systems,PNM
monday,10:00-11:00,2019,CS,SY,A,WD - Web Development,KGT
monday,10:00-11:00,2101,IT,LY,D,PSP - Problem Solving & Programming,SRH
monday,10:00-11:00,2208,IT,SY,B,WD - Web Development,KGT
monday,10:00-11:00,2212,CS(AIML),LY,B,IKS - Indian Knowledge System,PNM
monday,10:00-11:00,2219,CS(AIML),SY,B,RAAD - Reasoning and Aptitude Dev.,JAK
monday,10:00-11:00,2224,AIDS,TY,C,LADE - Linear Algebra & Diff. Equations,SRH
monday,10:00-11:00,2303,CS(AIML),TY,D,COA - Computer Org. & Architecture,AMK
monday,10:00-11:00,2308,IT,TY,E,WD - Web Development,JAK
monday,10:00-11:00,2309,CS(AI),LY,D,CN - Computer Networks,KGT
monday,10:00-11:00,2311,CS(AI),FY,C,LADE - Linear Algebra & Diff. Equations,SRH
monday,10:00-11:00,2317,CS(AIML),LY,C,SRM - Scientific Research Methods,KGT
monday,10:00-11:00,3010,CS(AI),TY,B,PSP - Problem Solving & Programming,SRH
monday,10:00-11:00,3012,CS(AI),FY,A,SRM - Scientific Research Methods,KGT
monday,10:00-11:00,3017,AIDS,TY,B,SRM - Scientific Research Methods,AAB
monday,10:00-11:00,3021,AIDS,SY,B,WD - Web Development,JAK
monday,10:00-11:00,3109,IT,FY,E,SRM - Scientific Research Methods,PNM
monday,10:00-11:00,3114,IT,TY,B,SRM - Scientific Research Methods,KGT
monday,10:00-11:00,3118,CS(AI),LY,A,IKS - Indian Knowledge System,AMK
monday,10:00-11:00,3200,CS(AI),SY,C,CN - Computer Networks,VKJ
monday,10:00-11:00,3201,CS(AIML),SY,C,LADE - Linear Algebra & Diff. Equations,SRH
monday,10:00-11:00,3201,AIDS,LY,E,SRM - Scientific Research Methods,VKJ
monday,10:00-11:00,3201,CS,LY,D,LADE - Linear Algebra & Diff. Equations,SRH
monday,10:00-11:00,3203,IT,LY,B,ML - Machine Learning,AMK
monday,10:00-11:00,3218,CS,LY,C,CN - Computer Networks,KGT
monday,10:00-11:00,3223,CS,LY,A,DBMS - Database Management Systems,SRH
monday,10:00-11:00,3312,CS(AI),FY,E,LADE - Linear Algebra & Diff. Equations,AAB
monday,10:00-11:00,3320,AIDS,TY,D,DBMS - Database Management Systems,AMK
monday,10:00-11:00,3323,AIDS,SY,E,LADE - Linear Algebra & Diff. Equations,KGT
monday,10:00-11:00,4008,,,,,
monday,10:00-11:00,4023,AIDS,LY,A,IKS - Indian Knowledge System,SRH
monday,10:00-11:00,4102,CS(AI),SY,A,LADE - Linear Algebra & Diff. Equations,JAK
monday,10:00-11:00,4111,CS(AI),LY,C,LADE - Linear Algebra & Diff. Equations,KGT
monday,10:00-11:00,4117,CS(AI),SY,D,DBMS - Database Management Systems,AMK
monday,10:00-11:00,4120,IT,TY,A,OS - Operating Systems,PNM
monday,10:00-11:00,4124,IT,TY,D,LADE - Linear Algebra & Diff. Equations,SRH
monday,10:00-11:00,4200,CS(AI),SY,E,AI - Artificial Intelligence,VKJ
monday,10:00-11:00,4202,CS(AIML),FY,D,RAAD - Reasoning and Aptitude Dev.,JAK
monday,10:00-11:00,4203,CS(AI),TY,E,WD - Web Development,KGT
monday,10:00-11:00,4205,CS,FY,D,WD - Web Development,PNM
monday,10:00-11:00,4206,IT,FY,C,LADE - Linear Algebra & Diff. Equations,KGT
monday,10:00-11:00,4207,AIDS,FY,B,COA - Computer Org. & Architecture,KGT
monday,10:00-11:00,4215,CS,TY,C,RAAD - Reasoning and Aptitude Dev.,AMK
monday,10:00-11:00,4223,AIDS,FY,D,LADE - Linear Algebra & Diff. Equations,AMK
monday,10:00-11:00,4301,CS(AIML),FY,A,OS - Operating Systems,JAK
monday,10:00-11:00,4302,CS(AI),TY,C,RAAD - Reasoning and Aptitude Dev.,PNM
monday,10:00-11:00,4311,CS,LY,B,COA - Computer Org. & Architecture,KGT
monday,10:00-11:00,4314,CS,FY,A,LADE - Linear Algebra & Diff. Equations,KGT
monday,10:00-11:00,4314,IT,SY,D,PSP - Problem Solving & Programming,SRH
monday,10:00-11:00,4316,IT,TY,C,DBMS - Database Management Systems,KGT
monday,10:00-11:00,4324,CS(AI),SY,B,IKS - Indian Knowledge System,KGT
monday,11:00-12:00,1001,CS(AI),LY,E,CN - Computer Networks,VKJ
monday,11:00-12:00,1008,CS(AIML),LY,D,RAAD - Reasoning and Aptitude Dev.,VKJ
monday,11:00-12:00,1014,CS(AIML),LY,E,OS - Operating Systems,AMK
monday,11:00-12:00,1017,IT,SY,E,WD - Web Development,SRH
monday,11:00-12:00,1018,CS,SY,A,OS - Operating Systems,AMK
monday,11:00-12:00,1022,CS,FY,B,GP - General Proficiency,AAB
monday,11:00-12:00,1103,AIDS,FY,E,GP - General Proficiency,SRH
monday,11:00-12:00,1109,AIDS,TY,B,GP - General Proficiency,PNM
monday,11:00-12:00,1121,CS(AIML),LY,A,CN - Computer Networks,VKJ
monday,11:00-12:00,1208,IT,FY,E,IKS - Indian Knowledge System,SRH
monday,11:00-12:00,1208,AIDS,TY,E,LADE - Linear Algebra & Diff. Equations,KGT
monday,11:00-12:00,1209,CS(AIML),FY,C,COA - Computer Org. & Architecture,AMK
monday,11:00-12:00,1210,IT,FY,C,PSP - Problem Solving & Programming,AMK
monday,11:00-12:00,1217,IT,LY,D,SRM - Scientific Research Methods,VKJ
monday,11:00-12:00,1218,AIDS,FY,A,LADE - Linear Algebra & Diff. Equations,AAB
monday,11:00-12:00,1219,CS(AI),SY,C,DBMS - Database Management Systems,VKJ
monday,11:00-12:00,1220,CS(AIML),TY,A,CN - Computer Networks,JAK
monday,11:00-12:00,1221,CS,LY,E,GP - General Proficiency,VKJ
monday,11:00-12:00,1307,CS(AIML),FY,D,SRM - Scientific Research Methods,VKJ
monday,11:00-12:00,1311,CS,LY,A,ML - Machine Learning,SRH
monday,11:00-12:00,1322,CS(AI),FY,A,GP - General Proficiency,KGT
monday,11:00-12:00,2104,AIDS,TY,D,LADE - Linear Algebra & Diff. Equations,SRH
monday,11:00-12:00,2107,AIDS,TY,C,SRM - Scientific Research Methods,SRH
monday,11:00-12:00,2120,AIDS,SY,A,COA - Computer Org. & Architecture,AMK
monday,11:00-12:00,2210,CS(AI),TY,C,RAAD - Reasoning and Aptitude Dev.,AMK
monday,11:00-12:00,2217,IT,TY,D,AI - Artificial Intelligence,AAB
monday,11:00-12:00,2223,AIDS,FY,B,WD - Web Development,KGT
monday,11:00-12:00,2302,IT,LY,A,CN - Computer Networks,PNM
monday,11:00-12:00,2313,CS,TY,A,SRM - Scientific Research Methods,VKJ
monday,11:00-12:00,2314,AIDS,LY,E,COA - Computer Org. & Architecture,KGT
monday,11:00-12:00,2315,CS(AI),LY,D,GP - General Proficiency,AAB
monday,11:00-12:00,2321,CS,SY,B,LADE - Linear Algebra & Diff. Equations,AAB
monday,11:00-12:00,3000,CS,SY,C,LADE - Linear Algebra & Diff. Equations,AMK
monday,11:00-12:00,3018,AIDS,SY,B,COA - Computer Org. & Architecture,JAK
monday,11:00-12:00,3101,CS,TY,D,DBMS - Database Management Systems,VKJ
monday,11:00-12:00,3101,AIDS,SY,D,PSP - Problem Solving & Programming,PNM
monday,11:00-12:00,3113,CS,FY,A,IKS - Indian Knowledge System,PNM
monday,11:00-12:00,3206,CS,LY,D,RAAD - Reasoning and Aptitude Dev.,AAB
monday,11:00-12:00,3216,CS(AIML),SY,E,GP - General Proficiency,AMK
monday,11:00-12:00,3216,AIDS,LY,D,ML - Machine Learning,AMK
monday,11:00-12:00,3221,AIDS,LY,A,SRM - Scientific Research Methods,JAK
monday,11:00-12:00,3310,IT,FY,D,OS - Operating Systems,VKJ
monday,11:00-12:00,3316,IT,SY,A,SRM - Scientific Research Methods,JAK
monday,11:00-12:00,3321,IT,FY,B,LADE - Linear Algebra & Diff. Equations,AMK
monday,11:00-12:00,4019,CS,TY,B,AI - Artificial Intelligence,VKJ
monday,11:00-12:00,4022,IT,SY,B,ML - Machine Learning,VKJ
monday,11:00-12:00,4101,CS,SY,E,OS - Operating Systems,AMK
monday,11:00-12:00,4106,CS,TY,C,RAAD - Reasoning and Aptitude Dev.,AAB
monday,11:00-12:00,4106,CS(AI),SY,A,GP - General Proficiency,AAB
monday,11:00-12:00,4106,CS(AI),TY,B,SRM - Scientific Research Methods,PNM
monday,11:00-12:00,4108,CS,SY,D,CN - Computer Networks,SRH
monday,11:00-12:00,4110,CS(AI),FY,D,DBMS - Database Management Systems,JAK
monday,11:00-12:00,4112,CS(AIML),TY,C,ML - Machine Learning,AMK
monday,11:00-12:00,4117,CS(AI),SY,E,RAAD - Reasoning and Aptitude Dev.,JAK
monday,11:00-12:00,4221,CS(AI),LY,A,LADE - Linear Algebra & Diff. Equations,VKJ
monday,11:00-12:00,4306,CS(AIML),SY,D,COA - Computer Org. & Architecture,SRH
monday,11:00-12:00,4308,AIDS,TY,A,CN - Computer Networks,AAB
monday,11:00-12:00,4310,IT,TY,C,ML - Machine Learning,AAB
monday,11:00-12:00,4310,CS(AI),FY,C,LADE - Linear Algebra & Diff. Equations,KGT
monday,11:00-12:00,4319,IT,LY,E,AI - Artificial Intelligence,JAK
monday,11:00-12:00,4321,CS,FY,D,OS - Operating Systems,AMK
monday,12:00-13:00,1012,AIDS,TY,C,GP - General Proficiency,JAK
monday,12:00-13:00,1014,CS(AI),SY,D,IKS - Indian Knowledge System,VKJ
monday,12:00-13:00,1019,CS(AI),FY,B,OS - Operating Systems,PNM
monday,12:00-13:00,1020,CS(AIML),TY,B,RAAD - Reasoning and Aptitude Dev.,VKJ
monday,12:00-13:00,1021,CS(AIML),FY,A,RAAD - Reasoning and Aptitude Dev.,AMK
monday,12:00-13:00,1100,CS,LY,A,COA - Computer Org. & Architecture,JAK
monday,12:00-13:00,1102,IT,SY,D,ML - Machine Learning,AAB
monday,12:00-13:00,1111,AIDS,FY,B,ML - Machine Learning,PNM
monday,12:00-13:00,1116,AIDS,LY,A,COA - Computer Org. & Architecture,AMK
monday,12:00-13:00,1117,AIDS,SY,A,SRM - Scientific Research Methods,AMK
monday,12:00-13:00,1118,CS(AIML),SY,E,IKS - Indian Knowledge System,AAB
monday,12:00-13:00,1202,CS(AI),FY,E,COA - Computer Org. & Architecture,JAK
monday,12:00-13:00,1204,CS(AI),FY,A,LADE - Linear Algebra & Diff. Equations,SRH
monday,12:00-13:00,1207,AIDS,FY,A,CN - Computer Networks,PNM
monday,12:00-13:00,1209,CS,FY,A,COA - Computer Org. & Architecture,AMK
monday,12:00-13:00,1214,CS(AIML),SY,D,WD - Web Development,AMK
monday,12:00-13:00,1221,IT,FY,D,LADE - Linear Algebra & Diff. Equations,JAK
monday,12:00-13:00,1223,CS(AI),SY,B,OS - Operating Systems,KGT
monday,12:00-13:00,1224,CS(AI),TY,B,WD - Web Development,KGT
monday,12:00-13:00,1306,CS,TY,B,AI - Artificial Intelligence,AAB
monday,12:00-13:00,1319,CS(AIML),LY,B,LADE - Linear Algebra & Diff. Equations,AAB
monday,12:00-13:00,1321,CS,LY,E,RAAD - Reasoning and Aptitude Dev.,AMK
monday,12:00-13:00,1321,CS(AIML),TY,C,COA - Computer Org. & Architecture,AMK
monday,12:00-13:00,1323,CS(AIML),SY,A,WD - Web Development,PNM
monday,12:00-13:00,2001,AIDS,FY,C,COA - Computer Org. & Architecture,AMK
monday,12:00-13:00,2004,CS,FY,D,IKS - Indian Knowledge System,PNM
monday,12:00-13:00,2005,CS,LY,B,COA - Computer Org. & Architecture,JAK
monday,12:00-13:00,2006,CS(AIML),TY,A,GP - General Proficiency,SRH
monday,12:00-13:00,2014,AIDS,TY,D,WD - Web Development,KGT
monday,12:00-13:00,2015,CS(AI),SY,E,DBMS - Database Management Systems,KGT
monday,12:00-13:00,2018,AIDS,TY,B,WD - Web Development,KGT
monday,12:00-13:00,2020,AIDS,LY,B,GP - General Proficiency,SRH
monday,12:00-13:00,2022,CS(AIML),FY,B,COA - Computer Org. & Architecture,VKJ
monday,12:00-13:00,2100,CS(AI),TY,C,WD - Web Development,AMK
monday,12:00-13:00,2101,CS,SY,E,WD - Web Development,KGT
monday,12:00-13:00,2106,IT,TY,B,PSP - Problem Solving & Programming,AMK
monday,12:00-13:00,2111,IT,SY,E,LADE - Linear Algebra & Diff. Equations,AAB
monday,12:00-13:00,2111,AIDS,SY,B,WD - Web Development,JAK
monday,12:00-13:00,2114,CS(AI),FY,C,AI - Artificial Intelligence,KGT
monday,12:00-13:00,2116,CS(AIML),SY,B,LADE - Linear Algebra & Diff. Equations,SRH
monday,12:00-13:00,2119,CS(AI),SY,A,IKS - Indian Knowledge System,PNM
monday,12:00-13:00,2201,IT,LY,E,LADE - Linear Algebra & Diff. Equations,AAB
monday,12:00-13:00,2203,CS(AI),FY,D,GP - General Proficiency,SRH
monday,12:00-13:00,2218,CS(AIML),LY,E,AI - Artificial Intelligence,KGT
monday,12:00-13:00,2219,IT,LY,C,IKS - Indian Knowledge System,AAB
monday,12:00-13:00,2311,IT,SY,B,IKS - Indian Knowledge System,KGT
monday,12:00-13:00,2317,CS,TY,A,GP - General Proficiency,SRH
monday,12:00-13:00,2318,CS(AI),LY,B,GP - General Proficiency,PNM
monday,12:00-13:00,2320,CS(AI),LY,C,WD - Web Development,VKJ
monday,12:00-13:00,2322,CS(AI),LY,D,LADE - Linear Algebra & Diff. Equations,SRH
monday,12:00-13:00,3001,IT,FY,A,ML - Machine Learning,AMK
monday,12:00-13:00,3006,AIDS,SY,C,AI - Artificial Intelligence,SRH
monday,12:00-13:00,3015,CS,LY,C,OS - Operating Systems,KGT
monday,12:00-13:00,3103,IT,FY,B,LADE - Linear Algebra & Diff. Equations,SRH
monday,12:00-13:00,3105,CS(AIML),TY,E,PSP - Problem Solving & Programming,JAK
monday,12:00-13:00,3118,CS(AIML),FY,C,AI - Artificial Intelligence,VKJ
monday,12:00-13:00,3121,IT,FY,C,RAAD - Reasoning and Aptitude Dev.,PNM
monday,12:00-13:00,3205,CS(AI),TY,A,DBMS - Database Management Systems,KGT
monday,12:00-13:00,3205,AIDS,SY,E,GP - General Proficiency,SRH
monday,12:00-13:00,3206,IT,SY,C,IKS - Indian Knowledge System,KGT
monday,12:00-13:00,3211,IT,TY,D,COA - Computer Org. & Architecture,KGT
monday,12:00-13:00,3215,CS(AI),SY,C,IKS - Indian Knowledge System,AAB
monday,12:00-13:00,3217,CS(AIML),LY,A,AI - Artificial Intelligence,AMK
monday,12:00-13:00,3309,CS(AI),TY,E,WD - Web Development,PNM
monday,12:00-13:00,3320,CS,SY,D,OS - Operating Systems,JAK
monday,12:00-13:00,4001,CS,FY,C,RAAD - Reasoning and Aptitude Dev.,JAK
monday,12:00-13:00,4001,IT,FY,E,WD - Web Development,AMK
monday,12:00-13:00,4018,IT,SY,A,AI - Artificial Intelligence,KGT
monday,12:00-13:00,4024,AIDS,FY,E,RAAD - Reasoning and Aptitude Dev.,KGT
monday,12:00-13:00,4101,CS(AI),LY,E,GP - General Proficiency,JAK
monday,12:00-13:00,4114,CS(AIML),SY,C,LADE - Linear Algebra & Diff. Equations,VKJ
monday,12:00-13:00,4123,AIDS,FY,D,WD - Web Development,AMK
monday,12:00-13:00,4214,AIDS,LY,C,CN - Computer Networks,SRH
monday,12:00-13:00,4216,CS,SY,B,COA - Computer Org. & Architecture,AAB
monday,12:00-13:00,4220,CS,LY,D,CN - Computer Networks,KGT
monday,12:00-13:00,4300,IT,TY,E,OS - Operating Systems,SRH
monday,12:00-13:00,4304,CS,SY,A,OS - Operating Systems,AMK
monday,12:00-13:00,4307,AIDS,LY,D,GP - General Proficiency,KGT
monday,12:00-13:00,4308,CS(AI),LY,A,WD - Web Development,SRH
monday,13:00-14:00,1007,IT,LY,B,AI - Artificial Intelligence,AMK
monday,13:00-14:00,1011,AIDS,SY,B,PSP - Problem Solving & Programming,JAK
monday,13:00-14:00,1017,IT,LY,A,COA - Computer Org. & Architecture,VKJ
monday,13:00-14:00,1109,AIDS,LY,C,LADE - Linear Algebra & Diff. Equations,VKJ
monday,13:00-14:00,1117,AIDS,FY,D,RAAD - Reasoning and Aptitude Dev.,AMK
monday,13:00-14:00,1121,CS(AI),SY,B,OS - Operating Systems,AMK
monday,13:00-14:00,1122,IT,FY,B,GP - General Proficiency,SRH
monday,13:00-14:00,1203,AIDS,SY,D,GP - General Proficiency,VKJ
monday,13:00-14:00,1204,CS(AIML),SY,C,ML - Machine Learning,AAB
monday,13:00-14:00,1218,IT,FY,D,OS - Operating Systems,VKJ
monday,13:00-14:00,1300,CS(AIML),LY,B,ML - Machine Learning,PNM
monday,13:00-14:00,1301,CS(AIML),FY,A,COA - Computer Org. & Architecture,JAK
monday,13:00-14:00,1304,AIDS,FY,E,PSP - Problem Solving & Programming,JAK
monday,13:00-14:00,1307,CS(AIML),SY,A,COA - Computer Org. & Architecture,JAK
monday,13:00-14:00,1309,AIDS,FY,A,OS - Operating Systems,JAK
monday,13:00-14:00,1322,CS(AI),LY,E,CN - Computer Networks,AMK
monday,13:00-14:00,1323,CS(AIML),TY,C,PSP - Problem Solving & Programming,AAB
monday,13:00-14:00,2003,CS(AI),TY,A,IKS - Indian Knowledge System,KGT
monday,13:00-14:00,2007,CS(AI),TY,B,OS - Operating Systems,AMK
monday,13:00-14:00,2007,CS(AIML),TY,E,GP - General Proficiency,AAB
monday,13:00-14:00,2010,CS,LY,A,WD - Web Development,SRH
monday,13:00-14:00,2011,CS(AI),FY,C,ML - Machine Learning,SRH
monday,13:00-14:00,2011,CS(AI),LY,C,SRM - Scientific Research Methods,AAB
monday,13:00-14:00,2018,CS,FY,B,LADE - Linear Algebra & Diff. Equations,AAB
monday,13:00-14:00,2021,CS,TY,D,DBMS - Database Management Systems,JAK
monday,13:00-14:00,2100,AIDS,LY,D,IKS - Indian Knowledge System,VKJ
monday,13:00-14:00,2107,IT,TY,A,RAAD - Reasoning and Aptitude Dev.,AMK
monday,13:00-14:00,2110,CS(AI),SY,D,IKS - Indian Knowledge System,KGT
monday,13:00-14:00,2118,CS,SY,E,OS - Operating Systems,AAB
monday,13:00-14:00,2118,CS(AI),TY,C,OS - Operating Systems,VKJ
monday,13:00-14:00,2213,IT,FY,A,LADE - Linear Algebra & Diff. Equations,KGT
monday,13:00-14:00,2218,CS(AIML),TY,D,CN - Computer Networks,KGT
monday,13:00-14:00,2224,CS(AIML),TY,B,IKS - Indian Knowledge System,SRH
monday,13:00-14:00,2302,CS(AI),FY,E,AI - Artificial Intelligence,VKJ
monday,13:00-14:00,2304,CS(AIML),FY,D,LADE - Linear Algebra & Diff. Equations,PNM
monday,13:00-14:00,2308,,,,,
monday,13:00-14:00,2315,CS(AI),SY,E,DBMS - Database Management Systems,SRH
monday,13:00-14:00,2316,IT,SY,D,GP - General Proficiency,KGT
monday,13:00-14:00,3001,CS(AI),LY,B,IKS - Indian Knowledge System,AMK
monday,13:00-14:00,3006,AIDS,LY,B,AI - Artificial Intelligence,VKJ
monday,13:00-14:00,3010,IT,FY,C,AI - Artificial Intelligence,AAB
monday,13:00-14:00,3016,AIDS,LY,E,WD - Web Development,SRH
monday,13:00-14:00,3018,AIDS,FY,B,RAAD - Reasoning and Aptitude Dev.,AMK
monday,13:00-14:00,3100,IT,SY,E,AI - Artificial Intelligence,SRH
monday,13:00-14:00,3110,CS,FY,A,AI - Artificial Intelligence,JAK
monday,13:00-14:00,3207,CS,FY,D,WD - Web Development,JAK
monday,13:00-14:00,3223,CS(AI),FY,A,GP - General Proficiency,JAK
monday,13:00-14:00,3303,IT,TY,D,DBMS - Database Management Systems,AAB
monday,13:00-14:00,3304,CS,LY,D,WD - Web Development,JAK
monday,13:00-14:00,3307,IT,SY,B,DBMS - Database Management Systems,SRH
monday,13:00-14:00,3310,AIDS,SY,C,SRM - Scientific Research Methods,AMK
monday,13:00-14:00,3315,CS,LY,E,WD - Web Development,KGT
monday,13:00-14:00,3321,CS,TY,E,COA - Computer Org. & Architecture,JAK
monday,13:00-14:00,4002,IT,FY,E,ML - Machine Learning,AMK
monday,13:00-14:00,4002,IT,LY,C,IKS - Indian Knowledge System,AMK
monday,13:00-14:00,4014,CS(AIML),LY,A,DBMS - Database Management Systems,KGT
monday,13:00-14:00,4018,CS(AI),TY,E,SRM - Scientific Research Methods,SRH
monday,13:00-14:00,4021,AIDS,SY,E,CN - Computer Networks,KGT
monday,13:00-14:00,4109,IT,SY,A,RAAD - Reasoning and Aptitude Dev.,KGT
monday,13:00-14:00,4117,CS(AI),FY,D,IKS - Indian Knowledge System,PNM
monday,13:00-14:00,4119,CS(AIML),TY,A,IKS - Indian Knowledge System,SRH
monday,13:00-14:00,4200,AIDS,TY,B,WD - Web Development,AAB
monday,13:00-14:00,4207,CS(AIML),LY,D,PSP - Problem Solving & Programming,SRH
monday,13:00-14:00,4209,CS,SY,A,AI - Artificial Intelligence,AMK
monday,13:00-14:00,4219,IT,LY,E,LADE - Linear Algebra & Diff. Equations,AAB
monday,13:00-14:00,4223,CS(AI),LY,A,IKS - Indian Knowledge System,VKJ
monday,13:00-14:00,4306,CS(AI),TY,D,RAAD - Reasoning and Aptitude Dev.,VKJ
monday,13:00-14:00,4309,CS,FY,C,ML - Machine Learning,SRH
monday,13:00-14:00,4316,IT,TY,C,IKS - Indian Knowledge System,JAK
monday,13:00-14:00,4316,CS(AIML),FY,E,SRM - Scientific Research Methods,KGT
monday,13:00-14:00,4324,CS(AI),SY,A,GP - General Proficiency,AAB
monday,14:00-15:00,1002,CS(AIML),SY,B,IKS - Indian Knowledge System,JAK
monday,14:00-15:00,1006,CS,FY,C,LADE - Linear Algebra & Diff. Equations,SRH
monday,14:00-15:00,1007,AIDS,FY,A,COA - Computer Org. & Architecture,PNM
monday,14:00-15:00,1016,CS,LY,E,GP - General Proficiency,JAK
monday,14:00-15:00,1019,CS(AIML),FY,A,WD - Web Development,VKJ
monday,14:00-15:00,1103,CS,SY,E,OS - Operating Systems,AAB
monday,14:00-15:00,1117,CS(AI),SY,E,RAAD - Reasoning and Aptitude Dev.,PNM
monday,14:00-15:00,1119,IT,TY,E,COA - Computer Org. & Architecture,AAB
monday,14:00-15:00,1123,CS(AI),FY,D,ML - Machine Learning,AAB
monday,14:00-15:00,1124,IT,SY,E,GP - General Proficiency,AAB
monday,14:00-15:00,1202,AIDS,FY,D,RAAD - Reasoning and Aptitude Dev.,PNM
monday,14:00-15:00,1213,CS,SY,A,ML - Machine Learning,PNM
monday,14:00-15:00,1214,CS,LY,B,GP - General Proficiency,AAB
monday,14:00-15:00,1214,CS(AIML),TY,E,SRM - Scientific Research Methods,JAK
monday,14:00-15:00,1215,IT,FY,A,LADE - Linear Algebra & Diff. Equations,PNM
monday,14:00-15:00,1221,CS(AIML),LY,C,RAAD - Reasoning and Aptitude Dev.,AAB
monday,14:00-15:00,1224,AIDS,TY,E,LADE - Linear Algebra & Diff. Equations,KGT
monday,14:00-15:00,1301,CS,LY,C,ML - Machine Learning,AMK
monday,14:00-15:00,1305,CS(AIML),SY,A,DBMS - Database Management Systems,PNM
monday,14:00-15:00,1312,IT,SY,D,ML - Machine Learning,VKJ
monday,14:00-15:00,1313,CS(AI),TY,B,GP - General Proficiency,AAB
monday,14:00-15:00,1314,CS(AIML),LY,A,RAAD - Reasoning and Aptitude Dev.,VKJ
monday,14:00-15:00,1322,AIDS,FY,C,IKS - Indian Knowledge System,AMK
monday,14:00-15:00,1324,CS(AI),LY,E,GP - General Proficiency,SRH
monday,14:00-15:00,2001,IT,SY,B,WD - Web Development,KGT
monday,14:00-15:00,2011,IT,LY,A,IKS - Indian Knowledge System,AMK
monday,14:00-15:00,2015,CS(AIML),TY,D,LADE - Linear Algebra & Diff. Equations,AAB
monday,14:00-15:00,2017,CS(AIML),SY,D,LADE - Linear Algebra & Diff. Equations,KGT
monday,14:00-15:00,2020,CS(AIML),LY,D,SRM - Scientific Research Methods,AAB
monday,14:00-15:00,2023,IT,FY,C,LADE - Linear Algebra & Diff. Equations,VKJ
monday,14:00-15:00,2024,IT,FY,D,RAAD - Reasoning and Aptitude Dev.,PNM
monday,14:00-15:00,2024,AIDS,SY,E,COA - Computer Org. & Architecture,KGT
monday,14:00-15:00,2108,AIDS,SY,C,WD - Web Development,JAK
monday,14:00-15:00,2109,CS(AI),SY,D,LADE - Linear Algebra & Diff. Equations,AAB
monday,14:00-15:00,2109,AIDS,LY,E,GP - General Proficiency,AAB
monday,14:00-15:00,2117,CS(AI),TY,C,GP - General Proficiency,VKJ
monday,14:00-15:00,2119,CS(AI),LY,C,OS - Operating Systems,SRH
monday,14:00-15:00,2120,CS(AI),TY,D,COA - Computer Org. & Architecture,SRH
monday,14:00-15:00,2122,IT,TY,A,WD - Web Development,JAK
monday,14:00-15:00,2202,CS(AI),SY,B,IKS - Indian Knowledge System,KGT
monday,14:00-15:00,2212,CS(AIML),FY,D,OS - Operating Systems,AAB
monday,14:00-15:00,2302,IT,TY,D,DBMS - Database Management Systems,VKJ
monday,14:00-15:00,2304,IT,LY,D,ML - Machine Learning,AMK
monday,14:00-15:00,2308,CS,TY,A,OS - Operating Systems,KGT
monday,14:00-15:00,2311,IT,TY,C,GP - General Proficiency,PNM
monday,14:00-15:00,2313,CS(AIML),FY,B,DBMS - Database Management Systems,SRH
monday,14:00-15:00,2314,CS(AIML),TY,B,RAAD - Reasoning and Aptitude Dev.,VKJ
monday,14:00-15:00,2317,CS(AI),SY,A,CN - Computer Networks,VKJ
monday,14:00-15:00,2321,AIDS,TY,C,SRM - Scientific Research Methods,AMK
monday,14:00-15:00,2323,CS,TY,D,GP - General Proficiency,VKJ
monday,14:00-15:00,3002,IT,FY,E,GP - General Proficiency,VKJ
monday,14:00-15:00,3004,AIDS,LY,A,AI - Artificial Intelligence,PNM
monday,14:00-15:00,3006,AIDS,TY,D,AI - Artificial Intelligence,JAK
monday,14:00-15:00,3020,CS,LY,D,ML - Machine Learning,JAK
monday,14:00-15:00,3024,CS,TY,C,WD - Web Development,KGT
monday,14:00-15:00,3101,CS,FY,E,ML - Machine Learning,AMK
monday,14:00-15:00,3204,AIDS,TY,B,AI - Artificial Intelligence,JAK
monday,14:00-15:00,3212,CS(AIML),LY,E,RAAD - Reasoning and Aptitude Dev.,KGT
monday,14:00-15:00,3220,AIDS,SY,B,WD - Web Development,KGT
monday,14:00-15:00,3306,CS(AI),FY,A,RAAD - Reasoning and Aptitude Dev.,SRH
monday,14:00-15:00,4010,CS(AI),LY,D,SRM - Scientific Research Methods,JAK
monday,14:00-15:00,4013,CS(AIML),TY,A,GP - General Proficiency,JAK
monday,14:00-15:00,4108,CS,FY,B,RAAD - Reasoning and Aptitude Dev.,VKJ
monday,14:00-15:00,4112,IT,LY,B,PSP - Problem Solving & Programming,SRH
monday,14:00-15:00,4115,CS(AI),TY,E,RAAD - Reasoning and Aptitude Dev.,PNM
monday,14:00-15:00,4124,IT,LY,E,PSP - Problem Solving & Programming,AAB
monday,14:00-15:00,4204,CS,SY,C,COA - Computer Org. & Architecture,SRH
monday,14:00-15:00,4224,CS,TY,E,PSP - Problem Solving & Programming,AAB
monday,14:00-15:00,4314,IT,FY,B,CN - Computer Networks,SRH
monday,14:00-15:00,4318,AIDS,SY,D,GP - General Proficiency,AMK
