Day,TimeSlot,Room,Course,Year,Division,Subject,Teacher
Tuesday,10:00-11:00,3209,IT,TY,D,SRM - Scientific Research Methods,AAB
Tuesday,10:00-11:00,1104,IT,TY,E,OS - Operating Systems,PNM
Tuesday,10:00-11:00,4216,IT,LY,A,WD - Web Development,AMK
Tuesday,10:00-11:00,2300,IT,LY,B,SRM - Scientific Research Methods,KGT
Tuesday,10:00-11:00,3008,IT,LY,C,RAAD - Reasoning and Aptitude Dev.,JAK
Tuesday,10:00-11:00,4206,IT,LY,D,ML - Machine Learning,JAK
Tuesday,10:00-11:00,3314,CS(AI),FY,A,AI - Artificial Intelligence,JAK
Tuesday,10:00-11:00,3204,CS(AI),FY,B,COA - Computer Org. & Architecture,KGT
Tuesday,10:00-11:00,2214,CS(AI),FY,C,IKS - Indian Knowledge System,KGT
Tuesday,10:00-11:00,4101,CS(AI),FY,D,LADE - Linear Algebra & Diff. Equations,AMK
Tuesday,10:00-11:00,4220,CS(AI),FY,E,IKS - Indian Knowledge System,SRH
Tuesday,10:00-11:00,3115,CS(AI),SY,A,SRM - Scientific Research Methods,AAB
Tuesday,10:00-11:00,1320,CS(AI),SY,B,ML - Machine Learning,VKJ
Tuesday,10:00-11:00,3308,CS(AI),SY,C,RAAD - Reasoning and Aptitude Dev.,SRH
Tuesday,10:00-11:00,4302,CS(AI),SY,D,PSP - Problem Solving & Programming,KGT
Tuesday,10:00-11:00,1021,CS(AI),SY,E,PSP - Problem Solving & Programming,SRH
Tuesday,10:00-11:00,1211,CS(AI),TY,A,CN - Computer Networks,PNM
Tuesday,10:00-11:00,1313,CS(AI),TY,B,SRM - Scientific Research Methods,AMK
Tuesday,10:00-11:00,4023,CS(AI),TY,C,SRM - Scientific Research Methods,AAB
Tuesday,10:00-11:00,3316,CS(AI),TY,D,RAAD - Reasoning and Aptitude Dev.,JAK
Tuesday,10:00-11:00,1120,CS(AI),LY,A,RAAD - Reasoning and Aptitude Dev.,KGT
Tuesday,10:00-11:00,1217,CS(AI),LY,B,SRM - Scientific Research Methods,PNM
Tuesday,10:00-11:00,4117,CS(AI),LY,D,IKS - Indian Knowledge System,AMK
Tuesday,10:00-11:00,2312,CS(AIML),FY,B,RAAD - Reasoning and Aptitude Dev.,AAB
Tuesday,10:00-11:00,4006,CS(AIML),FY,D,GP - General Proficiency,SRH
Tuesday,10:00-11:00,3213,CS(AIML),SY,A,COA - Computer Org. & Architecture,SRH
Tuesday,10:00-11:00,1211,CS(AIML),SY,B,DBMS - Database Management Systems,JAK
Tuesday,10:00-11:00,3315,CS(AIML),SY,C,CN - Computer Networks,AAB
Tuesday,10:00-11:00,2320,CS(AIML),SY,E,AI - Artificial Intelligence,AAB
Tuesday,10:00-11:00,2320,CS(AIML),TY,A,SRM - Scientific Research Methods,VKJ
Tuesday,10:00-11:00,4310,CS(AIML),TY,B,GP - General Proficiency,PNM
Tuesday,10:00-11:00,4306,CS(AIML),TY,D,IKS - Indian Knowledge System,AMK
Tuesday,10:00-11:00,4104,CS(AIML),TY,E,GP - General Proficiency,SRH
Tuesday,10:00-11:00,1010,CS(AIML),LY,A,IKS - Indian Knowledge System,AMK
Tuesday,10:00-11:00,4318,CS(AIML),LY,B,ML - Machine Learning,VKJ
Tuesday,10:00-11:00,1117,CS(AIML),LY,C,GP - General Proficiency,AMK
Tuesday,10:00-11:00,3301,CS(AIML),LY,D,COA - Computer Org. & Architecture,PNM
Tuesday,10:00-11:00,2110,CS(AIML),LY,E,SRM - Scientific Research Methods,AMK
Tuesday,10:00-11:00,4007,AIDS,FY,A,WD - Web Development,VKJ
Tuesday,10:00-11:00,3106,AIDS,FY,B,OS - Operating Systems,JAK
Tuesday,10:00-11:00,1123,AIDS,FY,C,SRM - Scientific Research Methods,VKJ
Tuesday,10:00-11:00,1309,AIDS,SY,A,IKS - Indian Knowledge System,AAB
Tuesday,10:00-11:00,2023,AIDS,SY,B,SRM - Scientific Research Methods,JAK
Tuesday,10:00-11:00,3023,AIDS,SY,C,AI - Artificial Intelligence,PNM
Tuesday,10:00-11:00,1106,AIDS,SY,D,RAAD - Reasoning and Aptitude Dev.,SRH
Tuesday,10:00-11:00,4001,AIDS,TY,A,PSP - Problem Solving & Programming,JAK
Tuesday,10:00-11:00,3002,AIDS,TY,B,GP - General Proficiency,VKJ
Tuesday,10:00-11:00,2013,AIDS,TY,C,ML - Machine Learning,PNM
Tuesday,10:00-11:00,4003,AIDS,TY,D,CN - Computer Networks,KGT
Tuesday,10:00-11:00,3313,AIDS,LY,A,ML - Machine Learning,VKJ
Tuesday,10:00-11:00,3108,AIDS,LY,C,OS - Operating Systems,JAK
Tuesday,10:00-11:00,2205,AIDS,LY,E,COA - Computer Org. & Architecture,JAK
Tuesday,11:00-12:00,1117,CS,FY,A,OS - Operating Systems,AAB
Tuesday,11:00-12:00,2009,CS,FY,B,DBMS - Database Management Systems,AAB
Tuesday,11:00-12:00,2305,CS,FY,C,GP - General Proficiency,KGT
Tuesday,11:00-12:00,4222,CS,FY,D,DBMS - Database Management Systems,AAB
Tuesday,11:00-12:00,2304,CS,FY,E,ML - Machine Learning,VKJ
Tuesday,11:00-12:00,2122,CS,SY,A,GP - General Proficiency,AMK
Tuesday,11:00-12:00,1021,CS,SY,D,OS - Operating Systems,AMK
Tuesday,11:00-12:00,4307,CS,TY,A,GP - General Proficiency,PNM
Tuesday,11:00-12:00,3018,CS,TY,B,LADE - Linear Algebra & Diff. Equations,JAK
Tuesday,11:00-12:00,4005,CS,TY,C,SRM - Scientific Research Methods,JAK
Tuesday,11:00-12:00,4321,CS,LY,B,COA - Computer Org. & Architecture,JAK
Tuesday,11:00-12:00,1009,CS,LY,D,ML - Machine Learning,AAB
Tuesday,11:00-12:00,1216,CS,LY,E,OS - Operating Systems,PNM
Tuesday,11:00-12:00,4008,IT,FY,A,WD - Web Development,AMK
Tuesday,11:00-12:00,3022,IT,FY,B,RAAD - Reasoning and Aptitude Dev.,AAB
Tuesday,11:00-12:00,4002,IT,FY,C,LADE - Linear Algebra & Diff. Equations,PNM
Tuesday,11:00-12:00,4319,IT,FY,E,IKS - Indian Knowledge System,SRH
Tuesday,11:00-12:00,1319,IT,SY,A,AI - Artificial Intelligence,SRH
Tuesday,11:00-12:00,2107,IT,SY,B,AI - Artificial Intelligence,KGT
Tuesday,11:00-12:00,2018,IT,SY,C,LADE - Linear Algebra & Diff. Equations,AAB
Tuesday,11:00-12:00,2309,IT,SY,D,PSP - Problem Solving & Programming,PNM
Tuesday,11:00-12:00,3012,IT,TY,A,LADE - Linear Algebra & Diff. Equations,JAK
Tuesday,11:00-12:00,2014,IT,TY,B,AI - Artificial Intelligence,KGT
Tuesday,11:00-12:00,4122,IT,TY,C,GP - General Proficiency,PNM
Tuesday,11:00-12:00,1004,IT,TY,E,WD - Web Development,SRH
Tuesday,11:00-12:00,2313,IT,LY,A,RAAD - Reasoning and Aptitude Dev.,AAB
Tuesday,11:00-12:00,1202,IT,LY,E,RAAD - Reasoning and Aptitude Dev.,JAK
Tuesday,11:00-12:00,3219,CS(AI),FY,B,ML - Machine Learning,AAB
Tuesday,11:00-12:00,4317,CS(AI),FY,D,OS - Operating Systems,KGT
Tuesday,11:00-12:00,3021,CS(AI),FY,E,LADE - Linear Algebra & Diff. Equations,AMK
Tuesday,11:00-12:00,1200,CS(AI),SY,C,CN - Computer Networks,AAB
Tuesday,11:00-12:00,1214,CS(AI),SY,E,IKS - Indian Knowledge System,KGT
Tuesday,11:00-12:00,4015,CS(AI),TY,A,PSP - Problem Solving & Programming,VKJ
Tuesday,11:00-12:00,3203,CS(AI),TY,B,PSP - Problem Solving & Programming,PNM
Tuesday,11:00-12:00,3122,CS(AI),TY,C,COA - Computer Org. & Architecture,SRH
Tuesday,11:00-12:00,1219,CS(AI),LY,A,LADE - Linear Algebra & Diff. Equations,JAK
Tuesday,11:00-12:00,3304,CS(AI),LY,B,CN - Computer Networks,JAK
Tuesday,11:00-12:00,1020,CS(AI),LY,D,OS - Operating Systems,AMK
Tuesday,11:00-12:00,1014,CS(AIML),FY,C,AI - Artificial Intelligence,SRH
Tuesday,11:00-12:00,3218,CS(AIML),FY,D,ML - Machine Learning,AMK
Tuesday,11:00-12:00,2113,CS(AIML),FY,E,GP - General Proficiency,KGT
Tuesday,11:00-12:00,4106,CS(AIML),SY,A,AI - Artificial Intelligence,SRH
Tuesday,11:00-12:00,1013,CS(AIML),SY,B,RAAD - Reasoning and Aptitude Dev.,PNM
Tuesday,11:00-12:00,2003,CS(AIML),SY,C,SRM - Scientific Research Methods,AAB
Tuesday,11:00-12:00,1015,CS(AIML),SY,E,RAAD - Reasoning and Aptitude Dev.,KGT
Tuesday,11:00-12:00,1215,CS(AIML),TY,A,COA - Computer Org. & Architecture,AMK
Tuesday,11:00-12:00,4218,CS(AIML),TY,B,ML - Machine Learning,AMK
Tuesday,11:00-12:00,3005,CS(AIML),TY,C,GP - General Proficiency,SRH
Tuesday,11:00-12:00,1318,CS(AIML),TY,D,SRM - Scientific Research Methods,AMK
Tuesday,11:00-12:00,3019,CS(AIML),TY,E,SRM - Scientific Research Methods,VKJ
Tuesday,11:00-12:00,2107,CS(AIML),LY,A,GP - General Proficiency,VKJ
Tuesday,11:00-12:00,3021,CS(AIML),LY,E,DBMS - Database Management Systems,AAB
Tuesday,11:00-12:00,3019,AIDS,FY,B,ML - Machine Learning,SRH
Tuesday,11:00-12:00,1122,AIDS,FY,C,LADE - Linear Algebra & Diff. Equations,SRH
Tuesday,11:00-12:00,4218,AIDS,FY,E,WD - Web Development,JAK
Tuesday,11:00-12:00,3122,AIDS,SY,C,SRM - Scientific Research Methods,KGT
Tuesday,11:00-12:00,1207,AIDS,SY,D,PSP - Problem Solving & Programming,PNM
Tuesday,11:00-12:00,1321,AIDS,SY,E,PSP - Problem Solving & Programming,VKJ
Tuesday,11:00-12:00,3114,AIDS,TY,A,COA - Computer Org. & Architecture,PNM
Tuesday,11:00-12:00,1318,AIDS,TY,B,CN - Computer Networks,VKJ
Tuesday,11:00-12:00,3005,AIDS,TY,C,OS - Operating Systems,JAK
Tuesday,11:00-12:00,4007,AIDS,LY,B,OS - Operating Systems,PNM
Tuesday,11:00-12:00,4005,AIDS,LY,D,ML - Machine Learning,VKJ
Tuesday,12:00-13:00,1104,CS,FY,A,CN - Computer Networks,KGT
Tuesday,12:00-13:00,2317,CS,FY,C,AI - Artificial Intelligence,SRH
Tuesday,12:00-13:00,1319,CS,FY,E,WD - Web Development,AAB
Tuesday,12:00-13:00,1116,CS,SY,B,WD - Web Development,VKJ
Tuesday,12:00-13:00,1220,CS,SY,C,OS - Operating Systems,KGT
Tuesday,12:00-13:00,1210,CS,SY,E,SRM - Scientific Research Methods,AAB
Tuesday,12:00-13:00,3005,CS,TY,D,CN - Computer Networks,JAK
Tuesday,12:00-13:00,2110,CS,TY,E,PSP - Problem Solving & Programming,JAK
Tuesday,12:00-13:00,1305,CS,LY,C,CN - Computer Networks,PNM
Tuesday,12:00-13:00,2021,CS,LY,E,OS - Operating Systems,KGT
Tuesday,12:00-13:00,1303,IT,FY,A,LADE - Linear Algebra & Diff. Equations,AAB
Tuesday,12:00-13:00,4303,IT,FY,B,COA - Computer Org. & Architecture,AAB
Tuesday,12:00-13:00,2218,IT,FY,C,RAAD - Reasoning and Aptitude Dev.,KGT
Tuesday,12:00-13:00,4106,IT,SY,A,SRM - Scientific Research Methods,KGT
Tuesday,12:00-13:00,4103,IT,SY,B,COA - Computer Org. & Architecture,KGT
Tuesday,12:00-13:00,2308,IT,SY,D,CN - Computer Networks,PNM
Tuesday,12:00-13:00,2204,IT,SY,E,GP - General Proficiency,KGT
Tuesday,12:00-13:00,3314,IT,TY,B,OS - Operating Systems,AAB
Tuesday,12:00-13:00,2217,IT,TY,C,ML - Machine Learning,JAK
Tuesday,12:00-13:00,1108,IT,LY,C,AI - Artificial Intelligence,JAK
Tuesday,12:00-13:00,2011,IT,LY,D,GP - General Proficiency,PNM
Tuesday,12:00-13:00,2012,IT,LY,E,COA - Computer Org. & Architecture,PNM
Tuesday,12:00-13:00,3309,CS(AI),FY,A,AI - Artificial Intelligence,AMK
Tuesday,12:00-13:00,1215,CS(AI),FY,B,ML - Machine Learning,JAK
Tuesday,12:00-13:00,2211,CS(AI),FY,C,COA - Computer Org. & Architecture,PNM
Tuesday,12:00-13:00,2123,CS(AI),FY,E,LADE - Linear Algebra & Diff. Equations,SRH
Tuesday,12:00-13:00,2214,CS(AI),SY,A,RAAD - Reasoning and Aptitude Dev.,JAK
Tuesday,12:00-13:00,2302,CS(AI),SY,B,SRM - Scientific Research Methods,AAB
Tuesday,12:00-13:00,1210,CS(AI),SY,D,RAAD - Reasoning and Aptitude Dev.,KGT
Tuesday,12:00-13:00,1310,CS(AI),SY,E,IKS - Indian Knowledge System,PNM
Tuesday,12:00-13:00,2017,CS(AI),TY,B,COA - Computer Org. & Architecture,JAK
Tuesday,12:00-13:00,3108,CS(AI),TY,C,GP - General Proficiency,PNM
Tuesday,12:00-13:00,3318,CS(AI),TY,D,PSP - Problem Solving & Programming,JAK
Tuesday,12:00-13:00,3124,CS(AI),TY,E,CN - Computer Networks,AMK
Tuesday,12:00-13:00,1322,CS(AI),LY,A,ML - Machine Learning,AAB
Tuesday,12:00-13:00,2013,CS(AI),LY,B,RAAD - Reasoning and Aptitude Dev.,PNM
Tuesday,12:00-13:00,2305,CS(AI),LY,C,CN - Computer Networks,SRH
Tuesday,12:00-13:00,3210,CS(AI),LY,D,CN - Computer Networks,JAK
Tuesday,12:00-13:00,3213,CS(AI),LY,E,DBMS - Database Management Systems,PNM
Tuesday,12:00-13:00,3213,CS(AIML),FY,A,AI - Artificial Intelligence,KGT
Tuesday,12:00-13:00,2100,CS(AIML),FY,B,OS - Operating Systems,AAB
Tuesday,12:00-13:00,4101,CS(AIML),FY,C,SRM - Scientific Research Methods,SRH
Tuesday,12:00-13:00,4005,CS(AIML),FY,D,IKS - Indian Knowledge System,KGT
Tuesday,12:00-13:00,3011,CS(AIML),FY,E,DBMS - Database Management Systems,AMK
Tuesday,12:00-13:00,3323,CS(AIML),SY,B,LADE - Linear Algebra & Diff. Equations,VKJ
Tuesday,12:00-13:00,1110,CS(AIML),SY,C,SRM - Scientific Research Methods,SRH
Tuesday,12:00-13:00,4314,CS(AIML),SY,D,LADE - Linear Algebra & Diff. Equations,VKJ
Tuesday,12:00-13:00,2221,CS(AIML),SY,E,CN - Computer Networks,PNM
Tuesday,12:00-13:00,4320,CS(AIML),TY,C,DBMS - Database Management Systems,AMK
Tuesday,12:00-13:00,2012,CS(AIML),TY,D,OS - Operating Systems,KGT
Tuesday,12:00-13:00,4223,CS(AIML),LY,C,OS - Operating Systems,AMK
Tuesday,12:00-13:00,1022,CS(AIML),LY,D,AI - Artificial Intelligence,VKJ
Tuesday,12:00-13:00,3113,CS(AIML),LY,E,COA - Computer Org. & Architecture,KGT
Tuesday,12:00-13:00,3014,AIDS,FY,A,LADE - Linear Algebra & Diff. Equations,AMK
Tuesday,12:00-13:00,3123,AIDS,FY,B,DBMS - Database Management Systems,AMK
Tuesday,12:00-13:00,4310,AIDS,FY,D,SRM - Scientific Research Methods,SRH
Tuesday,12:00-13:00,4212,AIDS,FY,E,CN - Computer Networks,VKJ
Tuesday,12:00-13:00,4017,AIDS,SY,A,SRM - Scientific Research Methods,SRH
Tuesday,12:00-13:00,4314,AIDS,SY,B,AI - Artificial Intelligence,JAK
Tuesday,12:00-13:00,4218,AIDS,SY,C,DBMS - Database Management Systems,KGT
Tuesday,12:00-13:00,1204,AIDS,SY,D,OS - Operating Systems,PNM
Tuesday,12:00-13:00,3222,AIDS,SY,E,SRM - Scientific Research Methods,VKJ
Tuesday,12:00-13:00,1108,AIDS,TY,A,AI - Artificial Intelligence,VKJ
Tuesday,12:00-13:00,3201,AIDS,TY,B,OS - Operating Systems,PNM
Tuesday,12:00-13:00,4122,AIDS,TY,C,SRM - Scientific Research Methods,JAK
Tuesday,12:00-13:00,3001,AIDS,TY,D,DBMS - Database Management Systems,JAK
Tuesday,12:00-13:00,4123,AIDS,TY,E,RAAD - Reasoning and Aptitude Dev.,SRH
Tuesday,12:00-13:00,1101,AIDS,LY,A,ML - Machine Learning,VKJ
Tuesday,12:00-13:00,4310,AIDS,LY,B,ML - Machine Learning,SRH
Tuesday,12:00-13:00,1224,AIDS,LY,C,CN - Computer Networks,PNM
Tuesday,12:00-13:00,1008,AIDS,LY,E,CN - Computer Networks,SRH
Tuesday,13:00-14:00,1210,CS,FY,A,IKS - Indian Knowledge System,AMK
Tuesday,13:00-14:00,1105,CS,FY,C,OS - Operating Systems,PNM
Tuesday,13:00-14:00,4300,CS,FY,D,PSP - Problem Solving & Programming,SRH
Tuesday,13:00-14:00,4011,CS,FY,E,SRM - Scientific Research Methods,KGT
Tuesday,13:00-14:00,4203,CS,SY,B,DBMS - Database Management Systems,VKJ
Tuesday,13:00-14:00,2124,CS,SY,C,LADE - Linear Algebra & Diff. Equations,AMK
Tuesday,13:00-14:00,4020,CS,SY,D,LADE - Linear Algebra & Diff. Equations,PNM
Tuesday,13:00-14:00,4204,CS,SY,E,WD - Web Development,SRH
Tuesday,13:00-14:00,1001,CS,TY,A,OS - Operating Systems,JAK
Tuesday,13:00-14:00,2314,CS,TY,C,PSP - Problem Solving & Programming,SRH
Tuesday,13:00-14:00,1006,CS,TY,D,RAAD - Reasoning and Aptitude Dev.,VKJ
Tuesday,13:00-14:00,3014,CS,TY,E,IKS - Indian Knowledge System,AAB
Tuesday,13:00-14:00,2204,CS,LY,A,AI - Artificial Intelligence,JAK
Tuesday,13:00-14:00,2213,CS,LY,C,ML - Machine Learning,AMK
Tuesday,13:00-14:00,1216,CS,LY,D,WD - Web Development,PNM
Tuesday,13:00-14:00,2317,CS,LY,E,AI - Artificial Intelligence,JAK
Tuesday,13:00-14:00,1114,IT,FY,A,OS - Operating Systems,SRH
Tuesday,13:00-14:00,2312,IT,FY,B,WD - Web Development,VKJ
Tuesday,13:00-14:00,2102,IT,FY,C,ML - Machine Learning,PNM
Tuesday,13:00-14:00,1308,IT,FY,D,WD - Web Development,JAK
Tuesday,13:00-14:00,1316,IT,FY,E,CN - Computer Networks,AAB
Tuesday,13:00-14:00,3014,IT,SY,A,DBMS - Database Management Systems,AMK
Tuesday,13:00-14:00,2204,IT,SY,B,WD - Web Development,SRH
Tuesday,13:00-14:00,2005,IT,SY,D,COA - Computer Org. & Architecture,JAK
Tuesday,13:00-14:00,3311,IT,SY,E,LADE - Linear Algebra & Diff. Equations,VKJ
Tuesday,13:00-14:00,3100,IT,TY,A,IKS - Indian Knowledge System,JAK
Tuesday,13:00-14:00,1019,IT,TY,B,DBMS - Database Management Systems,VKJ
Tuesday,13:00-14:00,1000,IT,TY,C,GP - General Proficiency,VKJ
Tuesday,13:00-14:00,4007,IT,TY,D,GP - General Proficiency,PNM
Tuesday,13:00-14:00,2323,IT,TY,E,WD - Web Development,JAK
Tuesday,13:00-14:00,4122,IT,LY,A,DBMS - Database Management Systems,AMK
Tuesday,13:00-14:00,2301,IT,LY,B,ML - Machine Learning,AAB
Tuesday,13:00-14:00,4014,IT,LY,E,IKS - Indian Knowledge System,PNM
Tuesday,13:00-14:00,4107,CS(AI),FY,B,AI - Artificial Intelligence,AMK
Tuesday,13:00-14:00,1014,CS(AI),FY,C,WD - Web Development,VKJ
Tuesday,13:00-14:00,1014,CS(AI),FY,D,RAAD - Reasoning and Aptitude Dev.,KGT
Tuesday,13:00-14:00,3308,CS(AI),FY,E,GP - General Proficiency,AAB
Tuesday,13:00-14:00,2122,CS(AI),SY,C,IKS - Indian Knowledge System,SRH
Tuesday,13:00-14:00,2321,CS(AI),SY,D,AI - Artificial Intelligence,JAK
Tuesday,13:00-14:00,3020,CS(AI),SY,E,DBMS - Database Management Systems,AAB
Tuesday,13:00-14:00,4007,CS(AI),TY,E,GP - General Proficiency,AAB
Tuesday,13:00-14:00,2210,CS(AI),LY,A,SRM - Scientific Research Methods,SRH
Tuesday,13:00-14:00,4122,CS(AI),LY,C,GP - General Proficiency,KGT
Tuesday,13:00-14:00,3013,CS(AI),LY,D,CN - Computer Networks,KGT
Tuesday,13:00-14:00,4022,CS(AI),LY,E,AI - Artificial Intelligence,AMK
Tuesday,13:00-14:00,1313,CS(AIML),FY,A,AI - Artificial Intelligence,VKJ
Tuesday,13:00-14:00,4107,CS(AIML),FY,B,LADE - Linear Algebra & Diff. Equations,SRH
Tuesday,13:00-14:00,4003,CS(AIML),FY,C,ML - Machine Learning,KGT
Tuesday,13:00-14:00,2224,CS(AIML),FY,E,AI - Artificial Intelligence,AMK
Tuesday,13:00-14:00,4220,CS(AIML),SY,A,RAAD - Reasoning and Aptitude Dev.,AMK
Tuesday,13:00-14:00,4200,CS(AIML),SY,B,RAAD - Reasoning and Aptitude Dev.,JAK
Tuesday,13:00-14:00,4103,CS(AIML),SY,C,COA - Computer Org. & Architecture,VKJ
Tuesday,13:00-14:00,1115,CS(AIML),SY,D,OS - Operating Systems,AMK
Tuesday,13:00-14:00,4212,CS(AIML),SY,E,RAAD - Reasoning and Aptitude Dev.,PNM
Tuesday,13:00-14:00,4317,CS(AIML),TY,A,OS - Operating Systems,JAK
Tuesday,13:00-14:00,3114,CS(AIML),TY,B,IKS - Indian Knowledge System,KGT
Tuesday,13:00-14:00,4117,CS(AIML),TY,C,LADE - Linear Algebra & Diff. Equations,PNM
Tuesday,13:00-14:00,1118,CS(AIML),TY,D,COA - Computer Org. & Architecture,PNM
Tuesday,13:00-14:00,1304,CS(AIML),TY,E,DBMS - Database Management Systems,VKJ
Tuesday,13:00-14:00,4001,CS(AIML),LY,B,OS - Operating Systems,PNM
Tuesday,13:00-14:00,4219,CS(AIML),LY,C,CN - Computer Networks,SRH
Tuesday,13:00-14:00,4113,AIDS,FY,B,DBMS - Database Management Systems,PNM
Tuesday,13:00-14:00,1006,AIDS,FY,C,ML - Machine Learning,AMK
Tuesday,13:00-14:00,2213,AIDS,FY,D,IKS - Indian Knowledge System,SRH
Tuesday,13:00-14:00,2319,AIDS,FY,E,AI - Artificial Intelligence,JAK
Tuesday,13:00-14:00,1318,AIDS,SY,A,WD - Web Development,AAB
Tuesday,13:00-14:00,3004,AIDS,SY,B,WD - Web Development,VKJ
Tuesday,13:00-14:00,4321,AIDS,SY,C,IKS - Indian Knowledge System,AMK
Tuesday,13:00-14:00,3303,AIDS,SY,E,AI - Artificial Intelligence,KGT
Tuesday,13:00-14:00,4317,AIDS,TY,B,SRM - Scientific Research Methods,VKJ
Tuesday,13:00-14:00,4210,AIDS,TY,C,IKS - Indian Knowledge System,SRH
Tuesday,13:00-14:00,2307,AIDS,TY,D,GP - General Proficiency,AMK
Tuesday,13:00-14:00,4316,AIDS,LY,A,PSP - Problem Solving & Programming,SRH
Tuesday,13:00-14:00,4001,AIDS,LY,B,COA - Computer Org. & Architecture,AMK
Tuesday,13:00-14:00,1304,AIDS,LY,C,RAAD - Reasoning and Aptitude Dev.,AMK
Tuesday,13:00-14:00,2012,AIDS,LY,D,OS - Operating Systems,JAK
Tuesday,13:00-14:00,4202,AIDS,LY,E,COA - Computer Org. & Architecture,PNM
Tuesday,14:00-15:00,4213,CS,FY,C,GP - General Proficiency,VKJ
Tuesday,14:00-15:00,1217,CS,FY,D,CN - Computer Networks,VKJ
Tuesday,14:00-15:00,4020,CS,FY,E,PSP - Problem Solving & Programming,KGT
Tuesday,14:00-15:00,4323,CS,SY,C,ML - Machine Learning,AMK
Tuesday,14:00-15:00,1000,CS,SY,D,SRM - Scientific Research Methods,AAB
Tuesday,14:00-15:00,2309,CS,TY,A,AI - Artificial Intelligence,AAB
Tuesday,14:00-15:00,2221,CS,TY,B,IKS - Indian Knowledge System,AAB
Tuesday,14:00-15:00,2319,CS,TY,D,LADE - Linear Algebra & Diff. Equations,KGT
Tuesday,14:00-15:00,2309,CS,LY,B,LADE - Linear Algebra & Diff. Equations,AMK
Tuesday,14:00-15:00,2021,CS,LY,C,DBMS - Database Management Systems,VKJ
Tuesday,14:00-15:00,4211,CS,LY,D,LADE - Linear Algebra & Diff. Equations,AMK
Tuesday,14:00-15:00,4018,CS,LY,E,IKS - Indian Knowledge System,JAK
Tuesday,14:00-15:00,1116,IT,FY,A,DBMS - Database Management Systems,JAK
Tuesday,14:00-15:00,1319,IT,FY,B,LADE - Linear Algebra & Diff. Equations,PNM
Tuesday,14:00-15:00,4014,IT,FY,C,WD - Web Development,KGT
Tuesday,14:00-15:00,4000,IT,FY,E,WD - Web Development,AAB
Tuesday,14:00-15:00,4315,IT,SY,A,GP - General Proficiency,VKJ
Tuesday,14:00-15:00,3302,IT,SY,B,LADE - Linear Algebra & Diff. Equations,AMK
Tuesday,14:00-15:00,4321,IT,SY,E,LADE - Linear Algebra & Diff. Equations,PNM
Tuesday,14:00-15:00,4314,IT,TY,B,ML - Machine Learning,JAK
Tuesday,14:00-15:00,4212,IT,TY,D,COA - Computer Org. & Architecture,KGT
Tuesday,14:00-15:00,3123,IT,TY,E,PSP - Problem Solving & Programming,AMK
Tuesday,14:00-15:00,4313,IT,LY,A,AI - Artificial Intelligence,AMK
Tuesday,14:00-15:00,2314,IT,LY,B,LADE - Linear Algebra & Diff. Equations,AAB
Tuesday,14:00-15:00,2124,IT,LY,C,IKS - Indian Knowledge System,JAK
Tuesday,14:00-15:00,4110,IT,LY,D,AI - Artificial Intelligence,PNM
Tuesday,14:00-15:00,3113,IT,LY,E,ML - Machine Learning,PNM
Tuesday,14:00-15:00,1316,CS(AI),FY,A,ML - Machine Learning,AMK
Tuesday,14:00-15:00,4015,CS(AI),FY,C,RAAD - Reasoning and Aptitude Dev.,AAB
Tuesday,14:00-15:00,3105,CS(AI),FY,D,RAAD - Reasoning and Aptitude Dev.,AMK
Tuesday,14:00-15:00,2111,CS(AI),FY,E,WD - Web Development,VKJ
Tuesday,14:00-15:00,1021,CS(AI),SY,B,RAAD - Reasoning and Aptitude Dev.,AAB
Tuesday,14:00-15:00,1107,CS(AI),SY,C,DBMS - Database Management Systems,KGT
Tuesday,14:00-15:00,4221,CS(AI),SY,E,WD - Web Development,VKJ
Tuesday,14:00-15:00,4205,CS(AI),TY,B,PSP - Problem Solving & Programming,PNM
Tuesday,14:00-15:00,2215,CS(AI),TY,D,LADE - Linear Algebra & Diff. Equations,VKJ
Tuesday,14:00-15:00,4315,CS(AI),LY,A,LADE - Linear Algebra & Diff. Equations,PNM
Tuesday,14:00-15:00,4220,CS(AI),LY,B,OS - Operating Systems,AAB
Tuesday,14:00-15:00,2111,CS(AI),LY,C,CN - Computer Networks,AMK
Tuesday,14:00-15:00,1002,CS(AI),LY,D,AI - Artificial Intelligence,KGT
Tuesday,14:00-15:00,2023,CS(AI),LY,E,COA - Computer Org. & Architecture,PNM
Tuesday,14:00-15:00,3323,CS(AIML),FY,A,OS - Operating Systems,AAB
Tuesday,14:00-15:00,3011,CS(AIML),FY,B,GP - General Proficiency,JAK
Tuesday,14:00-15:00,3015,CS(AIML),FY,C,SRM - Scientific Research Methods,KGT
Tuesday,14:00-15:00,1304,CS(AIML),FY,D,COA - Computer Org. & Architecture,KGT
Tuesday,14:00-15:00,2221,CS(AIML),FY,E,AI - Artificial Intelligence,JAK
Tuesday,14:00-15:00,4000,CS(AIML),SY,C,IKS - Indian Knowledge System,VKJ
Tuesday,14:00-15:00,1123,CS(AIML),SY,D,COA - Computer Org. & Architecture,SRH
Tuesday,14:00-15:00,4309,CS(AIML),SY,E,CN - Computer Networks,SRH
Tuesday,14:00-15:00,1115,CS(AIML),TY,A,SRM - Scientific Research Methods,AMK
Tuesday,14:00-15:00,3207,CS(AIML),TY,B,WD - Web Development,AAB
